"","frci","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","cluster"
"848",0.795,0.083,0.141,0.094,0.615,0.237,0.108,1
"849",0.758,0.049,0.037,0.054,0.727,0.271,0.116,1
"850",0.758,0.094,0.082,0.073,0.713,0.254,0.122,1
"851",0.794,0.095,0.074,0.065,0.759,0.265,0.117,1
"852",0.74,0.146,0.216,0.172,0.657,0.271,0.126,1
"853",0.709,0.125,0.122,0.089,0.795,0.262,0.115,1
"854",0.787,0.091,0.07,0.067,0.753,0.247,0.113,1
"855",0.762,0.029,0.076,0.032,0.85,0.275,0.108,1
"856",0.79,0.063,0.075,0.053,0.849,0.268,0.115,1
"857",0.719,0.046,0.024,0.036,0.655,0.206,0.089,1
"858",0.706,0.112,0.105,0.087,0.756,0.295,0.137,1
"859",0.803,0.109,0.087,0.087,0.754,0.284,0.131,1
"860",0.783,0.098,0.11,0.146,0.503,0.172,0.083,1
"861",0.9,0.126,0.135,0.134,0.611,0.338,0.211,1
"862",0.822,0.074,0.087,0.067,0.754,0.273,0.123,1
"863",0.844,0.061,0.121,0.063,0.798,0.273,0.118,1
"864",0.889,0.104,0.144,0.098,0.733,0.235,0.102,1
"865",0.82,0.095,0.098,0.073,0.735,0.277,0.125,1
"866",0.837,0.155,0.129,0.135,0.611,0.298,0.172,1
"867",0.886,0.1,0.109,0.071,0.811,0.242,0.099,1
"868",0.837,0.096,0.077,0.06,0.793,0.226,0.093,1
"869",0.893,0.031,0.04,0.036,0.765,0.255,0.116,1
"870",0.857,0.06,0.067,0.063,0.744,0.273,0.126,1
"871",0.872,0.115,0.09,0.081,0.738,0.285,0.13,1
"872",0.874,0.052,0.085,0.053,0.794,0.255,0.104,1
"873",0.892,0.179,0.229,0.13,0.925,0.333,0.144,1
"874",0.813,0.101,0.085,0.07,0.67,0.227,0.099,1
"875",0.897,0.147,0.133,0.11,0.717,0.305,0.152,1
"876",0.869,0.09,0.086,0.089,0.643,0.215,0.102,1
